plate,state,license_type,summons_number,violation,fine_amount,penalty_amount,interest_amount,reduction_amount,payment_amount,amount_due,precinct,issuing_agency,summons_image,violation_time,county,violation_status,issue_date,judgment_entry_date
6B37H,NY,OMT,4879749930,PHTO SCHOOL ZN SPEED VIOLATION,50,0,0,0,50,0,000,DEPARTMENT OF TRANSPORTATION,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSbk0wOVVZekJQVkd0NlRVRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",02:37P,QN,HEARING HELD-GUILTY,12/31/2023,
T115287C,NY,OMT,4879750086,PHTO SCHOOL ZN SPEED VIOLATION,50,0,0,0,50,0,000,DEPARTMENT OF TRANSPORTATION,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSbk0wOVVZekZOUkVFMFRtYzlQUT09&locationName=_____________________', 'description': 'View Summons'}",02:38P,QN,,12/31/2023,
KZF9863,NY,PAS,4879750384,PHTO SCHOOL ZN SPEED VIOLATION,50,0,0,0,50,0,000,DEPARTMENT OF TRANSPORTATION,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSbk0wOVVZekZOUkUwMFRrRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",02:42P,QN,,12/31/2023,
BD31827,CT,PAS,4879750580,PHTO SCHOOL ZN SPEED VIOLATION,50,0,0,0,50,0,000,DEPARTMENT OF TRANSPORTATION,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSbk0wOVVZekZOUkZVMFRVRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",02:46P,QN,,12/31/2023,
LAN9065,NY,PAS,4879750530,PHTO SCHOOL ZN SPEED VIOLATION,50,0,0,0,50,0,000,DEPARTMENT OF TRANSPORTATION,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSbk0wOVVZekZOUkZWNlRVRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",02:45P,BX,,12/31/2023,
KXB5678,NY,PAS,4879750785,PHTO SCHOOL ZN SPEED VIOLATION,50,0,0,0,50,0,000,DEPARTMENT OF TRANSPORTATION,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSbk0wOVVZekZOUkdNMFRsRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",02:48P,ST,,12/31/2023,
KLC9975,NY,PAS,4879750761,PHTO SCHOOL ZN SPEED VIOLATION,50,0,0,0,50,0,000,DEPARTMENT OF TRANSPORTATION,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSbk0wOVVZekZOUkdNeVRWRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",02:48P,BK,,12/31/2023,
H22176,NY,PAS,4879750657,PHTO SCHOOL ZN SPEED VIOLATION,50,0,0,0,50,0,000,DEPARTMENT OF TRANSPORTATION,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSbk0wOVVZekZOUkZreFRuYzlQUT09&locationName=_____________________', 'description': 'View Summons'}",02:46P,ST,,12/31/2023,
KKF4713,NY,PAS,4879750803,PHTO SCHOOL ZN SPEED VIOLATION,50,0,0,0,50,0,000,DEPARTMENT OF TRANSPORTATION,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSbk0wOVVZekZOUkdkM1RYYzlQUT09&locationName=_____________________', 'description': 'View Summons'}",02:49P,ST,,12/31/2023,
ELN5140,NY,PAS,4879751078,PHTO SCHOOL ZN SPEED VIOLATION,50,0,0,0,50,0,000,DEPARTMENT OF TRANSPORTATION,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSbk0wOVVZekZOVkVFelQwRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",02:51P,BX,,12/31/2023,
UHZ1050,VA,PAS,4879750890,PHTO SCHOOL ZN SPEED VIOLATION,50,0,0,0,50,0,000,DEPARTMENT OF TRANSPORTATION,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSbk0wOVVZekZOUkdjMVRVRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",02:50P,BK,,12/31/2023,
GEJ1231,NY,PAS,4879751194,PHTO SCHOOL ZN SPEED VIOLATION,50,0,0,0,50,0,000,DEPARTMENT OF TRANSPORTATION,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSbk0wOVVZekZOVkVVMVRrRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",02:53P,ST,,12/31/2023,
HUU4930,NY,PAS,4879749060,PHTO SCHOOL ZN SPEED VIOLATION,50,0,0,0,50,0,000,DEPARTMENT OF TRANSPORTATION,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSbk0wOVVZekJQVkVFeVRVRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",02:27P,QN,,12/31/2023,
GGR2231,NY,PAS,4879749000,PHTO SCHOOL ZN SPEED VIOLATION,50,0,0,0,50,0,000,DEPARTMENT OF TRANSPORTATION,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSbk0wOVVZekJQVkVGM1RVRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",02:26P,ST,,12/31/2023,
LCD1336,NY,PAS,4879748936,PHTO SCHOOL ZN SPEED VIOLATION,50,0,0,0,50,0,000,DEPARTMENT OF TRANSPORTATION,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSbk0wOVVZekJQUkd0NlRtYzlQUT09&locationName=_____________________', 'description': 'View Summons'}",02:24P,BK,,12/31/2023,
Y207491C,NY,OMT,4879748286,PHTO SCHOOL ZN SPEED VIOLATION,50,0,0,0,50,0,000,DEPARTMENT OF TRANSPORTATION,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSbk0wOVVZekJQUkVrMFRtYzlQUT09&locationName=_____________________', 'description': 'View Summons'}",02:17P,MN,,12/31/2023,
HSU8727,NY,PAS,4879748456,PHTO SCHOOL ZN SPEED VIOLATION,50,0,0,0,50,0,000,DEPARTMENT OF TRANSPORTATION,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSbk0wOVVZekJQUkZFeFRtYzlQUT09&locationName=_____________________', 'description': 'View Summons'}",02:19P,QN,,12/31/2023,
LHR8562,NY,OMS,4879748146,PHTO SCHOOL ZN SPEED VIOLATION,50,0,0,0,50,0,000,DEPARTMENT OF TRANSPORTATION,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSbk0wOVVZekJQUkVVd1RtYzlQUT09&locationName=_____________________', 'description': 'View Summons'}",02:16P,QN,,12/31/2023,
JKV6367,NY,PAS,4879748109,PHTO SCHOOL ZN SPEED VIOLATION,50,25,0,0,75,0,000,DEPARTMENT OF TRANSPORTATION,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSbk0wOVVZekJQUkVWM1QxRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",02:16P,QN,,12/31/2023,
JLA2074,NY,PAS,4879748080,PHTO SCHOOL ZN SPEED VIOLATION,50,0,0,0,50,0,000,DEPARTMENT OF TRANSPORTATION,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSbk0wOVVZekJQUkVFMFRVRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",02:15P,QN,,12/31/2023,
G25NCL,NJ,PAS,4879747919,PHTO SCHOOL ZN SPEED VIOLATION,50,0,0,0,50,0,000,DEPARTMENT OF TRANSPORTATION,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSbk0wOVVZekJPZW10NFQxRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",02:14P,BK,,12/31/2023,
ZTC9721,PA,PAS,4879747464,PHTO SCHOOL ZN SPEED VIOLATION,50,0,0,0,50,0,000,DEPARTMENT OF TRANSPORTATION,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSbk0wOVVZekJPZWxFeVRrRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",02:10P,BX,,12/31/2023,
FYB8808,OH,PAS,4879747415,PHTO SCHOOL ZN SPEED VIOLATION,50,0,0,0,50,0,000,DEPARTMENT OF TRANSPORTATION,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSbk0wOVVZekJPZWxGNFRsRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",02:09P,BK,,12/31/2023,
71798ML,NY,COM,4879747373,PHTO SCHOOL ZN SPEED VIOLATION,50,0,0,0,50,0,000,DEPARTMENT OF TRANSPORTATION,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSbk0wOVVZekJPZWswelRYYzlQUT09&locationName=_____________________', 'description': 'View Summons'}",02:09P,QN,HEARING HELD-GUILTY REDUCTION,12/31/2023,
T116577C,NY,OMT,4879747592,PHTO SCHOOL ZN SPEED VIOLATION,50,0,0,0,50,0,000,DEPARTMENT OF TRANSPORTATION,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSbk0wOVVZekJPZWxVMVRXYzlQUT09&locationName=_____________________', 'description': 'View Summons'}",02:11P,QN,,12/31/2023,
LDG1038,NY,PAS,4879747210,PHTO SCHOOL ZN SPEED VIOLATION,50,0,0,0,50,0,000,DEPARTMENT OF TRANSPORTATION,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSbk0wOVVZekJPZWtsNFRVRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",02:08P,BX,,12/31/2023,
BDH6655,NY,PAS,4879746721,PHTO SCHOOL ZN SPEED VIOLATION,50,0,0,0,50,0,000,DEPARTMENT OF TRANSPORTATION,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSbk0wOVVZekJPYW1ONVRWRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",02:01P,QN,,12/31/2023,
KUY1349,NY,PAS,4879746563,PHTO SCHOOL ZN SPEED VIOLATION,50,0,0,0,50,0,000,DEPARTMENT OF TRANSPORTATION,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSbk0wOVVZekJPYWxVeVRYYzlQUT09&locationName=_____________________', 'description': 'View Summons'}",01:59P,MN,,12/31/2023,
AH85076,CT,PAS,4879746526,PHTO SCHOOL ZN SPEED VIOLATION,50,25,0,0,75,0,000,DEPARTMENT OF TRANSPORTATION,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSbk0wOVVZekJPYWxWNVRtYzlQUT09&locationName=_____________________', 'description': 'View Summons'}",01:59P,BX,,12/31/2023,
KMR5618,NY,PAS,4879746162,PHTO SCHOOL ZN SPEED VIOLATION,50,0,0,0,50,0,000,DEPARTMENT OF TRANSPORTATION,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSbk0wOVVZekJPYWtVeVRXYzlQUT09&locationName=_____________________', 'description': 'View Summons'}",01:55P,QN,,12/31/2023,
KHH2776,NY,PAS,4879745960,PHTO SCHOOL ZN SPEED VIOLATION,50,0,0,0,50,0,000,DEPARTMENT OF TRANSPORTATION,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSbk0wOVVZekJPVkdzeVRVRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",01:52P,BK,,12/31/2023,
GCK1524,NY,PAS,4879745870,PHTO SCHOOL ZN SPEED VIOLATION,50,0,0,0,50,0,000,DEPARTMENT OF TRANSPORTATION,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSbk0wOVVZekJPVkdjelRVRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",01:50P,QN,,12/31/2023,
JBN2150,NY,PAS,4879745741,PHTO SCHOOL ZN SPEED VIOLATION,50,25,0,0,75,0,000,DEPARTMENT OF TRANSPORTATION,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSbk0wOVVZekJPVkdNd1RWRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",01:49P,BX,,12/31/2023,
KYC8947,NY,PAS,4879745388,PHTO SCHOOL ZN SPEED VIOLATION,50,0,0,0,50,0,000,DEPARTMENT OF TRANSPORTATION,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSbk0wOVVZekJPVkUwMFQwRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",01:45P,QN,,12/31/2023,
HXZ8578,NY,PAS,4879745479,PHTO SCHOOL ZN SPEED VIOLATION,50,0,0,0,50,0,000,DEPARTMENT OF TRANSPORTATION,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSbk0wOVVZekJPVkZFelQxRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",01:46P,BX,,12/31/2023,
KJK9419,NY,PAS,4879745340,PHTO SCHOOL ZN SPEED VIOLATION,50,25,0,0,75,0,000,DEPARTMENT OF TRANSPORTATION,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSbk0wOVVZekJPVkUwd1RVRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",01:45P,QN,,12/31/2023,
JMN3017,NY,PAS,4879745339,PHTO SCHOOL ZN SPEED VIOLATION,50,0,0,0,50,0,000,DEPARTMENT OF TRANSPORTATION,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSbk0wOVVZekJPVkUxNlQxRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",01:44P,QN,,12/31/2023,
C31NEZ,NJ,PAS,4879745133,PHTO SCHOOL ZN SPEED VIOLATION,50,0,0,0,50,0,000,DEPARTMENT OF TRANSPORTATION,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSbk0wOVVZekJPVkVWNlRYYzlQUT09&locationName=_____________________', 'description': 'View Summons'}",01:42P,BK,,12/31/2023,
KKL7347,NY,PAS,4879744906,PHTO SCHOOL ZN SPEED VIOLATION,50,0,0,0,50,0,000,DEPARTMENT OF TRANSPORTATION,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSbk0wOVVZekJPUkd0M1RtYzlQUT09&locationName=_____________________', 'description': 'View Summons'}",01:40P,BX,,12/31/2023,
DGZ8404,NY,PAS,4879744268,PHTO SCHOOL ZN SPEED VIOLATION,50,0,0,0,50,0,000,DEPARTMENT OF TRANSPORTATION,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSbk0wOVVZekJPUkVreVQwRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",01:33P,QN,,12/31/2023,
CCN8194,NY,PAS,4879744219,PHTO SCHOOL ZN SPEED VIOLATION,50,0,0,0,50,0,000,DEPARTMENT OF TRANSPORTATION,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSbk0wOVVZekJPUkVsNFQxRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",01:32P,MN,,12/31/2023,
TNN9018,VA,PAS,4879743793,PHTO SCHOOL ZN SPEED VIOLATION,50,0,0,0,50,0,000,DEPARTMENT OF TRANSPORTATION,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSbk0wOVVZekJOZW1NMVRYYzlQUT09&locationName=_____________________', 'description': 'View Summons'}",01:27P,BK,,12/31/2023,
MTNKLMR,NY,SRF,4879744177,PHTO SCHOOL ZN SPEED VIOLATION,50,0,0,0,50,0,000,DEPARTMENT OF TRANSPORTATION,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSbk0wOVVZekJPUkVVelRuYzlQUT09&locationName=_____________________', 'description': 'View Summons'}",01:32P,QN,,12/31/2023,
BE74873,CT,PAS,4879744323,PHTO SCHOOL ZN SPEED VIOLATION,50,25,0,0,75,0,000,DEPARTMENT OF TRANSPORTATION,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSbk0wOVVZekJPUkUxNVRYYzlQUT09&locationName=_____________________', 'description': 'View Summons'}",01:34P,QN,,12/31/2023,
KTF9417,NY,PAS,4879744256,PHTO SCHOOL ZN SPEED VIOLATION,50,25,0,0,75,0,000,DEPARTMENT OF TRANSPORTATION,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSbk0wOVVZekJPUkVreFRtYzlQUT09&locationName=_____________________', 'description': 'View Summons'}",01:33P,BK,,12/31/2023,
8RHY676,CA,PAS,4879743173,PHTO SCHOOL ZN SPEED VIOLATION,50,0,0,0,50,0,000,DEPARTMENT OF TRANSPORTATION,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSbk0wOVVZekJOZWtVelRYYzlQUT09&locationName=_____________________', 'description': 'View Summons'}",01:20P,BK,,12/31/2023,
KVN2352,NY,PAS,4879743161,PHTO SCHOOL ZN SPEED VIOLATION,50,0,0,0,50,0,000,DEPARTMENT OF TRANSPORTATION,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSbk0wOVVZekJOZWtVeVRWRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",01:20P,QN,,12/31/2023,
HEZ2471,NY,PAS,4879743136,PHTO SCHOOL ZN SPEED VIOLATION,50,25,0,0,75,0,000,DEPARTMENT OF TRANSPORTATION,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSbk0wOVVZekJOZWtWNlRtYzlQUT09&locationName=_____________________', 'description': 'View Summons'}",01:19P,BK,,12/31/2023,
FXZ6124,NY,PAS,4879743148,PHTO SCHOOL ZN SPEED VIOLATION,50,25,0,0,75,0,000,DEPARTMENT OF TRANSPORTATION,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSbk0wOVVZekJOZWtVd1QwRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",01:19P,QN,,12/31/2023,
2STF12,MA,PAS,4879743021,PHTO SCHOOL ZN SPEED VIOLATION,50,0,0,0,50,0,000,DEPARTMENT OF TRANSPORTATION,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSbk0wOVVZekJOZWtGNVRWRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",01:18P,BK,,12/31/2023,
BJL9925,WA,PAS,4879742880,PHTO SCHOOL ZN SPEED VIOLATION,50,0,0,0,50,0,000,DEPARTMENT OF TRANSPORTATION,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSbk0wOVVZekJOYW1jMFRVRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",01:17P,QN,,12/31/2023,
JJB8384,NY,PAS,4879742703,PHTO SCHOOL ZN SPEED VIOLATION,50,0,0,0,50,0,000,DEPARTMENT OF TRANSPORTATION,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSbk0wOVVZekJOYW1OM1RYYzlQUT09&locationName=_____________________', 'description': 'View Summons'}",01:14P,QN,,12/31/2023,
HLB8799,NY,PAS,4879742351,PHTO SCHOOL ZN SPEED VIOLATION,50,0,0,0,50,0,000,DEPARTMENT OF TRANSPORTATION,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSbk0wOVVZekJOYWsweFRWRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",01:10P,QN,,12/31/2023,
F16KJW,NJ,PAS,4879742673,PHTO SCHOOL ZN SPEED VIOLATION,50,0,0,0,50,0,000,DEPARTMENT OF TRANSPORTATION,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSbk0wOVVZekJOYWxrelRYYzlQUT09&locationName=_____________________', 'description': 'View Summons'}",01:14P,BK,,12/31/2023,
LEE3065,NY,OMS,4879742399,PHTO SCHOOL ZN SPEED VIOLATION,50,0,0,0,50,0,000,DEPARTMENT OF TRANSPORTATION,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSbk0wOVVZekJOYWswMVQxRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",01:10P,BK,,12/31/2023,
KTV8012,NY,PAS,4879742272,PHTO SCHOOL ZN SPEED VIOLATION,50,0,0,0,50,0,000,DEPARTMENT OF TRANSPORTATION,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSbk0wOVVZekJOYWtrelRXYzlQUT09&locationName=_____________________', 'description': 'View Summons'}",01:09P,MN,,12/31/2023,
GLR4780,NY,PAS,4879742004,PHTO SCHOOL ZN SPEED VIOLATION,50,0,0,0,50,0,000,DEPARTMENT OF TRANSPORTATION,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSbk0wOVVZekJOYWtGM1RrRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",01:06P,BK,,12/31/2023,
CVA9107,NY,PAS,4879742016,PHTO SCHOOL ZN SPEED VIOLATION,50,0,0,0,50,0,000,DEPARTMENT OF TRANSPORTATION,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSbk0wOVVZekJOYWtGNFRtYzlQUT09&locationName=_____________________', 'description': 'View Summons'}",01:06P,BX,,12/31/2023,
ZANE1,OH,PAS,4879741917,PHTO SCHOOL ZN SPEED VIOLATION,50,0,0,0,50,0,000,DEPARTMENT OF TRANSPORTATION,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSbk0wOVVZekJOVkd0NFRuYzlQUT09&locationName=_____________________', 'description': 'View Summons'}",01:05P,MN,,12/31/2023,
ELX4205,NY,PAS,4879741632,PHTO SCHOOL ZN SPEED VIOLATION,50,0,0,0,50,0,000,DEPARTMENT OF TRANSPORTATION,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSbk0wOVVZekJOVkZsNlRXYzlQUT09&locationName=_____________________', 'description': 'View Summons'}",01:02P,BK,HEARING HELD-GUILTY,12/31/2023,
KED5491,NY,PAS,4879741541,PHTO SCHOOL ZN SPEED VIOLATION,50,25,0,0,75,0,000,DEPARTMENT OF TRANSPORTATION,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSbk0wOVVZekJOVkZVd1RWRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",01:01P,QN,,12/31/2023,
JHZ2348,NY,PAS,4879741450,PHTO SCHOOL ZN SPEED VIOLATION,50,0,0,0,50,0,000,DEPARTMENT OF TRANSPORTATION,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSbk0wOVVZekJOVkZFeFRVRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",01:00P,QN,,12/31/2023,
U43RFN,NJ,PAS,4879741267,PHTO SCHOOL ZN SPEED VIOLATION,50,0,0,0,50,0,000,DEPARTMENT OF TRANSPORTATION,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSbk0wOVVZekJOVkVreVRuYzlQUT09&locationName=_____________________', 'description': 'View Summons'}",12:58P,QN,,12/31/2023,
KPH8960,NY,PAS,4879741190,PHTO SCHOOL ZN SPEED VIOLATION,50,25,0,25,50,0,000,DEPARTMENT OF TRANSPORTATION,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSbk0wOVVZekJOVkVVMVRVRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",12:57P,BK,HEARING HELD-GUILTY REDUCTION,12/31/2023,
LGG1575,NY,PAS,4879740652,PHTO SCHOOL ZN SPEED VIOLATION,50,0,0,0,50,0,000,DEPARTMENT OF TRANSPORTATION,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSbk0wOVVZekJOUkZreFRXYzlQUT09&locationName=_____________________', 'description': 'View Summons'}",12:51P,MN,,12/31/2023,
KYB5259,NY,PAS,4879741115,PHTO SCHOOL ZN SPEED VIOLATION,50,0,0,0,50,0,000,DEPARTMENT OF TRANSPORTATION,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSbk0wOVVZekJOVkVWNFRsRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",12:56P,BK,,12/31/2023,
KRP1586,NY,PAS,4879740329,PHTO SCHOOL ZN SPEED VIOLATION,50,0,0,0,50,0,000,DEPARTMENT OF TRANSPORTATION,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSbk0wOVVZekJOUkUxNVQxRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",12:47P,BX,,12/31/2023,
CFW7028,NY,PAS,4879740536,PHTO SCHOOL ZN SPEED VIOLATION,50,0,0,0,50,0,000,DEPARTMENT OF TRANSPORTATION,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSbk0wOVVZekJOUkZWNlRtYzlQUT09&locationName=_____________________', 'description': 'View Summons'}",12:49P,QN,,12/31/2023,
EVB7559,MI,PAS,4879740330,PHTO SCHOOL ZN SPEED VIOLATION,50,0,0,0,50,0,000,DEPARTMENT OF TRANSPORTATION,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSbk0wOVVZekJOUkUxNlRVRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",12:47P,MN,,12/31/2023,
KXM8046,NY,PAS,4879738608,PHTO SCHOOL ZN SPEED VIOLATION,50,0,0,0,50,0,000,DEPARTMENT OF TRANSPORTATION,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSbk0wOVVZM3BQUkZsM1QwRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",12:28P,QN,,12/31/2023,
KVG7248,NY,PAS,4879738591,PHTO SCHOOL ZN SPEED VIOLATION,50,0,0,0,50,0,000,DEPARTMENT OF TRANSPORTATION,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSbk0wOVVZM3BQUkZVMVRWRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",12:28P,BX,,12/31/2023,
KZK8949,NY,PAS,4879738633,PHTO SCHOOL ZN SPEED VIOLATION,50,0,0,0,50,0,000,DEPARTMENT OF TRANSPORTATION,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSbk0wOVVZM3BQUkZsNlRYYzlQUT09&locationName=_____________________', 'description': 'View Summons'}",12:29P,QN,,12/31/2023,
EAE7953,NY,PAS,4879738554,PHTO SCHOOL ZN SPEED VIOLATION,50,0,0,0,50,0,000,DEPARTMENT OF TRANSPORTATION,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSbk0wOVVZM3BQUkZVeFRrRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",12:28P,QN,,12/31/2023,
BN14055,CT,PAS,4879738827,PHTO SCHOOL ZN SPEED VIOLATION,50,0,0,0,50,0,000,DEPARTMENT OF TRANSPORTATION,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSbk0wOVVZM3BQUkdkNVRuYzlQUT09&locationName=_____________________', 'description': 'View Summons'}",12:30P,BK,,12/31/2023,
